"q2_clicks","q1_conf_click","q2_gender","q2_training","q2_conf","q2_scrolls","q2_color_blind","q2_time","q1_window_h","q1_a2","q1_a1","q2_condition","q2_calculation_question","q1_time","q1_condition","q1_user_id","q2_conf_click","q1_conf","q1_keydown","q2_window_h","q2_valid","q2_user_id","q1_window_w","q1_correct_a2","q1_correct_a1","q2_window_w","q2_occupation","q1_valid","q1_id","q2_comments","q2_education","q1_scrolls","q1_clicks","q2_id","q2_keydown"
16,1,"Male",1,3,8,"No",58.639,767,1000,95,4,"Yes",144.497,4,2427,0,3,7,767,"True",2427,1349,103,8,1349,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20573,"Thank you for inviting me to participate.","Undergraduate Degree",0,4,20600,44
11,1,"Male",1,3,16,"No",47.066,705,103,8,4,"No",113.457,4,2428,0,3,20,705,"True",2428,1264,103,8,1264,"Office and Administrative Support Occupations","True",20531,"","Undergraduate Degree",0,7,20551,0
12,1,"Female",1,1,0,"No",20.871,900,1000,10,4,"No",68.54,4,2429,0,1,7,900,"True",2429,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",20519,"","Undergraduate Degree",0,4,20528,0
11,1,"Male",2,4,0,"No",25.583,1049,1000,10,4,"Yes",109.644,4,2431,0,4,7,1049,"True",2431,1664,103,8,1664,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20539,"","Professional School",0,6,20549,0
10,1,"Male",4,5,3,"No",31.83,800,1000,8,4,"No",138.894,4,2432,0,5,19,800,"True",2432,1265,103,8,1265,"Student, Trainee","True",20552,"","High School",0,17,20571,0
7,2,"Female",1,5,0,"No",43.074,900,103,10,4,"No",127.982,4,2433,0,5,9,900,"True",2433,1440,103,8,1440,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20561,"","High School",10,7,20583,0
11,1,"Male",2,5,0,"No",67.591,1080,103,8,4,"Yes",103.932,4,2434,0,5,5,1080,"True",2434,1903,103,8,1903,"Healthcare Support Occupations","True",20541,"","Undergraduate Degree",0,4,20576,0
11,1,"Female",2,4,0,"No",46.907,900,1000,8,4,"No",242.379,4,2435,0,4,8,900,"True",2435,1585,103,8,1585,"Unemployed, Retired, Homemaker","True",20624,"Thank you.","Undergraduate Degree",0,7,20661,11
18,3,"Male",2,4,0,"No",55.828,982,103,8,6,"Yes",122.971,6,2436,0,4,13,982,"True",2436,1732,103,8,1732,"Management Occupations","True",20554,"","Undergraduate Degree",0,11,20581,0
7,1,"Male",3,3,6,"No",25.741,900,10,6,6,"No",44.786,6,2437,0,3,4,900,"True",2437,1440,103,8,1440,"Sales and Related Occupations","True",20520,"","High School",16,5,20535,0
11,1,"Male",1,5,0,"No",58.726,1023,103,8,6,"Yes",210.165,6,2438,0,5,4,1023,"True",2438,1263,103,8,1263,"Management Occupations","True",20625,"The study was straightforward and easy to understand and complete.","Undergraduate Degree",0,5,20664,67
12,1,"Male",1,4,1,"No",32.414,1080,10,8,6,"Yes",85.842,6,2440,0,4,4,1080,"True",2440,1905,103,8,1905,"Computer and Mathematical Occupations","True",20545,"","Undergraduate Degree",0,6,20564,0
12,1,"Female",1,5,1,"No",19.122,768,1000,10,6,"Unsure",61.723,6,2441,0,5,7,768,"True",2441,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",20542,"","High School",0,5,20548,0
10,1,"Male",1,2,0,"No",47.159,800,103,10,6,"Yes",125.219,6,2442,0,2,14,800,"True",2442,1265,103,8,1265,"Farming, Fishing, and Forestry Occupations","True",20570,"","High School",0,6,20593,0
10,2,"Male",3,3,0,"No",21.043,767,1000,10,4,"No",57.349,4,2445,0,3,7,767,"True",2445,1007,103,8,1007,"Student, Trainee","True",20560,"","High School",0,5,20567,0
17,2,"Male",1,2,0,"No",38.449,1050,103,8,6,"Yes",184.848,6,2446,0,2,4,1050,"True",2446,1659,103,8,1659,"Legal Occupations","True",20599,"n/a","Undergraduate Degree",0,8,20616,4
12,2,"Female",3,5,0,"No",37.172,1024,1000,8,6,"No",62.797,6,2447,0,5,8,1024,"True",2447,1265,103,8,1265,"Office and Administrative Support Occupations","True",20538,"I just used the chart to determine my answer. ","Undergraduate Degree",0,10,20558,47
12,1,"Female",1,3,2,"No",37.241,768,10,5,6,"No",67.198,6,2448,0,3,4,768,"True",2448,1351,103,8,1351,"Sales and Related Occupations","True",20566,"","High School",0,7,20589,0
15,1,"Male",1,4,8,"No",30.12,799,1000,10,6,"Unsure",62.066,6,2450,0,4,6,799,"True",2450,1263,103,8,1263,"Other","True",20682,"","Graduate Degree",0,5,20700,0
10,1,"Male",1,2,0,"No",24.567,1080,1000,5,6,"Unsure",120.425,6,2451,0,2,7,1080,"True",2451,1905,103,8,1905,"Education, Training, and Library Occupations","True",20592,"","Undergraduate Degree",0,7,20601,0
14,1,"Male",1,3,0,"No",39.891,1079,1000,25,6,"No",131.097,6,2452,0,3,8,1079,"True",2452,1903,103,8,1903,"Computer and Mathematical Occupations","True",20596,"Everything went smoothly and was easy enough to understand, thank you.","High School",0,8,20612,71
13,2,"Male",1,5,0,"No",19.546,1080,103,10,4,"Yes",30.287,4,2453,0,5,6,1080,"True",2453,1905,103,8,1905,"Computer and Mathematical Occupations","True",20540,"","Undergraduate Degree",0,7,20547,0
12,1,"Male",1,4,0,"No",40.331,1080,1000,10,4,"Unsure",41.056,4,2454,0,4,7,1080,"True",2454,1905,103,8,1905,"Business and Financial Operations Occupations","True",20550,"","Undergraduate Degree",0,4,20574,0
23,1,"Male",3,3,0,"No",41.696,768,990,90,4,"Yes",57.666,4,2455,0,3,5,768,"True",2455,1351,103,8,1351,"Computer and Mathematical Occupations","True",20588,"None.","Graduate Degree",1,5,20604,6
13,1,"Male",2,5,0,"No",37.279,1050,103,8,4,"No",108.844,4,2457,0,5,5,1050,"True",2457,1665,103,8,1665,"Computer and Mathematical Occupations","True",20597,"","Undergraduate Degree",0,4,20611,0
12,1,"Male",2,2,5,"No",43.322,900,103,8,6,"No",164.288,6,2458,0,2,9,900,"True",2458,1440,103,8,1440,"Other","True",20644,"No comments or concern regarding the experiment.  Good luck with your study.","Undergraduate Degree",56,12,20669,78
9,2,"Female",4,5,0,"No",39.479,768,1000,103,6,"Yes",43.967,6,2459,0,5,7,768,"True",2459,1366,103,8,1366,"Student, Trainee","True",20565,"When saying ""group"" of women, hard to give a number when not given a number of people in the group.","Undergraduate Degree",0,6,20587,112
11,1,"Male",1,4,0,"No",22.11,928,1000,10,5,"Yes",88.677,5,2460,0,4,6,1080,"True",2460,957,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20686,"","Undergraduate Degree",0,8,20701,0
12,1,"Male",3,5,0,"No",36.987,799,800,8,4,"Yes",145.181,4,2461,0,5,4,799,"True",2461,1263,103,8,1263,"Education, Training, and Library Occupations","True",20629,"Thanks","Undergraduate Degree",0,7,20654,7
15,1,"Male",1,4,10,"No",35.735,799,10,8,5,"Yes",87.495,5,2462,0,4,13,799,"True",2462,1263,103,8,1263,"Healthcare Support Occupations","True",20632,"none","High School",0,8,20656,4
12,1,"Male",2,3,0,"No",61.07,768,95,8,5,"Yes",75.409,5,2463,0,3,4,768,"True",2463,1009,103,8,1009,"Sales and Related Occupations","True",20595,"I used the chart, rather than focusing on the paragraph of text ","Undergraduate Degree",0,4,20626,65
11,2,"Female",1,4,0,"No",83.779,768,100,5,6,"Yes",256.132,6,2464,0,4,7,768,"True",2464,1009,103,8,1009,"Sales and Related Occupations","True",20723,"Thank you!","Undergraduate Degree",0,6,20762,58
14,1,"Male",1,2,0,"No",20.437,899,10,8,6,"Yes",26.588,6,2465,0,2,3,899,"True",2465,1425,103,8,1425,"Unemployed, Retired, Homemaker","True",20608,"","Undergraduate Degree",0,6,20620,0
11,1,"Female",1,4,0,"No",15.309,1200,103,8,5,"Yes",140.838,5,2466,0,4,12,1200,"True",2466,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",20649,"","Undergraduate Degree",0,10,20655,0
11,1,"Male",2,4,0,"No",23.147,899,1000,10,5,"No",24.372,5,2467,0,4,7,899,"True",2467,1440,103,8,1440,"Education, Training, and Library Occupations","True",20602,"Interesting test.","Graduate Degree",0,4,20609,20
12,1,"Male",1,5,0,"No",44.7,768,103,8,4,"Yes",106.321,4,2471,0,5,4,768,"True",2471,1351,103,8,1351,"Computer and Mathematical Occupations","True",20645,"","High School",0,6,20672,0
13,2,"Female",2,2,0,"No",59,899,10,7,5,"Unsure",397.37,5,2474,0,2,7,899,"True",2474,1423,103,8,1423,"Unemployed, Retired, Homemaker","True",20822,"I tried to compute somewhat.","Undergraduate Degree",0,9,20848,29
10,1,"Male",2,5,0,"No",47.904,768,10,8,4,"Yes",70.94,4,2476,0,5,3,768,"True",2476,1009,103,8,1009,"Unemployed, Retired, Homemaker","True",20621,"","Professional School",0,6,20659,0
14,1,"Female",1,4,1,"No",17.901,768,1000,10,4,"No",38.547,4,2479,0,4,7,768,"True",2479,1351,103,8,1351,"Other","True",20615,"","High School",0,7,20634,0
13,1,"Male",1,5,1,"No",40.766,1080,1000,8,6,"No",152.669,6,2480,0,5,8,1080,"True",2480,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",20704,"","High School",0,12,20726,0
12,1,"Male",1,4,1,"No",53.553,720,1000,10,5,"Unsure",69.682,5,2482,0,4,6,720,"True",2482,1270,103,8,1270,"Food Preparation and Serving Related Occupations","True",20688,"","High School",0,6,20718,0
11,1,"Female",2,4,0,"No",58.26,768,10,3,5,"No",47.845,5,2483,0,4,4,768,"True",2483,1351,103,8,1351,"Management Occupations","True",20653,"I tried to compute, but it got a little confusing. So i used some of the data provided and tried to come up with a possible answer for this. I came up with 3. Sounds logical.","Undergraduate Degree",0,7,20691,184
11,1,"Male",1,3,0,"No",26.125,1200,10,8,5,"No",32.243,5,2485,0,3,4,1200,"True",2485,1585,103,8,1585,"Computer and Mathematical Occupations","True",20618,"","High School",0,4,20641,0
9,1,"Male",1,3,26,"No",42.214,800,1000,2,6,"Yes",24.784,6,2486,0,3,6,800,"True",2486,1280,103,8,1280,"Education, Training, and Library Occupations","True",20695,"I kind of just added the numbers quickly in my head and decided what would make sense.","High School",0,4,20716,91
11,1,"Male",1,2,0,"No",53.08,889,100,7,6,"No",151.64,6,2490,0,2,5,889,"True",2490,1583,103,8,1583,"Unemployed, Retired, Homemaker","True",20749,"none at this time.","Undergraduate Degree",0,10,20777,18
14,1,"Male",1,1,0,"No",17.463,993,1000,8,5,"Yes",97.569,5,2492,0,1,10,1080,"True",2492,1920,103,8,1905,"Unemployed, Retired, Homemaker","True",20887,"","Undergraduate Degree",0,7,20897,0
14,1,"Male",1,3,0,"No",31.91,900,10,8,3,"Unsure",48.018,3,2494,0,3,4,900,"True",2494,1585,103,8,1585,"Student, Trainee","True",20658,"","Undergraduate Degree",0,5,20680,0
14,1,"Male",3,4,0,"No",24.632,800,103,8,4,"Yes",89.885,4,2496,0,4,9,800,"True",2496,1280,103,8,1280,"Student, Trainee","True",20689,"","Undergraduate Degree",0,8,20705,0
13,2,"Male",2,4,1,"No",28.709,1024,1000,10,3,"No",91.475,3,2497,0,4,6,1024,"True",2497,1265,103,8,1265,"Building and Grounds Cleaning and Maintenance Occupations","True",20706,"","High School",0,6,20722,0
10,1,"Male",1,2,0,"No",17.232,1023,10,8,3,"No",55.267,3,2498,0,2,3,1023,"True",2498,1263,103,8,1263,"Healthcare Practitioners and Technical Occupations","True",20677,"","Graduate Degree",0,9,20687,0
11,1,"Male",2,3,1,"No",63.793,768,10,7,3,"No",91.627,3,2501,0,3,4,768,"True",2501,1351,103,8,1351,"Installation, Maintenance, and Repair Occupations","True",20711,"none","Undergraduate Degree",0,4,20744,4
10,3,"Male",3,3,2,"No",58.05,767,1000,10,4,"Yes",485.91,4,2502,0,3,12,767,"True",2502,1351,103,8,1351,"Business and Financial Operations Occupations","True",20905,"Nice study to participate","Graduate Degree",1,13,20945,26
28,2,"Female",1,4,0,"No",277.64,767,1000,8,5,"No",28.342,5,2503,0,4,5,767,"True",2503,1007,103,8,1007,"Sales and Related Occupations","True",20753,"","High School",0,6,20890,129
11,1,"Female",1,4,4,"No",72.21,600,103,8,3,"Yes",224.708,3,2504,0,4,4,600,"True",2504,1009,103,8,1009,"Other","True",20784,"I believe my estimate is correct.","High School",0,5,20819,40
15,1,"Male",3,4,0,"No",70.443,1045,990,9,6,"Yes",124.383,6,2507,0,4,9,1045,"True",2507,1903,103,8,1903,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20776,"I think that this study is very important and I think that it will help to teach others about the seriousness of breast caner.","Undergraduate Degree",0,8,20811,147
10,2,"Female",1,2,0,"No",12.696,1080,100,10,5,"No",10.362,5,2508,0,2,6,1080,"True",2508,1905,103,8,1905,"Computer and Mathematical Occupations","True",20678,"","High School",0,6,20685,0
10,1,"Female",1,3,0,"No",112.854,767,1000,10,4,"No",112.661,4,2510,0,3,7,767,"True",2510,1366,103,8,1366,"Unemployed, Retired, Homemaker","True",20748,"I don't know if I understood the question. I just felt that none of the information you gave changed the probabilities in any way.","Undergraduate Degree",0,4,20806,220
11,1,"Female",1,5,0,"No",49.91,1079,1000,10,4,"No",57.564,4,2511,0,5,7,1079,"True",2511,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",20730,"I used the statistics given in the example.","High School",0,4,20751,44
16,1,"Male",1,3,1,"No",85.706,768,1000,10,3,"Unsure",135.786,3,2512,0,3,11,768,"True",2512,1351,103,8,1351,"Production Occupations","True",20761,"I think the answer was in the text given I reread the text a few times and did try and figure it out as well. I was rather sure the answer was given in the text though.","High School",0,18,20805,208
18,1,"Male",1,5,0,"No",43.604,1080,103,8,5,"Yes",65.897,5,2513,0,5,4,1080,"True",2513,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",20739,"","High School",0,5,20760,0
8,2,"Male",3,4,0,"No",50.419,900,990,10,4,"No",49.179,4,2514,0,4,9,900,"True",2514,1585,103,8,1585,"Student, Trainee","True",20717,"I looked at the bottom result, and the data seems to support that 10/990 women over the age of 40 has breast cancer.","Undergraduate Degree",0,9,20742,182
12,1,"Female",2,3,5,"No",47.057,768,100,10,3,"No",165.057,3,2516,0,3,5,768,"True",2516,1351,103,8,1351,"Personal Care and Service Occupations","True",20780,"","High School",0,5,20807,0
10,1,"Female",1,3,5,"No",27.201,771,1000,10,3,"No",94.373,3,2519,0,3,6,771,"True",2519,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",20770,"","High School",0,5,20783,0
12,1,"Female",2,3,0,"No",31.964,1080,100,9,5,"No",174.42,5,2520,0,3,22,1080,"True",2520,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",20799,"Thanks","Undergraduate Degree",0,6,20816,7
13,1,"Male",1,3,0,"No",10.739,1080,100,1,3,"No",27.519,3,2523,0,3,7,1080,"True",2523,1905,103,8,1905,"Student, Trainee","True",20724,"","Undergraduate Degree",0,7,20728,0
14,1,"Male",1,3,0,"No",70.097,1079,103,10,1,"Yes",79.132,1,2524,0,3,8,1079,"True",2524,1899,103,8,1899,"Other","True",20757,"","High School",0,7,20792,0
15,1,"Female",1,3,7,"No",84.699,768,10000,10,2,"Unsure",109.004,2,2525,0,3,10,768,"True",2525,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",20787,"I was trying to go by what had already found to be true.","High School",13,15,20831,63
11,1,"Female",1,1,0,"No",33.471,899,10,8,2,"No",48.784,2,2526,0,1,4,899,"True",2526,1583,103,8,1583,"Unemployed, Retired, Homemaker","True",20756,"no comments or concerns","High School",0,4,20772,31
12,2,"Male",1,3,0,"No",41.659,1050,13,1,4,"Yes",223.015,4,2527,0,3,16,1050,"True",2527,1665,103,8,1665,"Unemployed, Retired, Homemaker","True",20842,"","High School",0,14,20861,0
12,1,"Female",1,3,0,"No",37.83,1024,103,8,6,"No",56.351,6,2528,0,3,6,1024,"True",2528,1263,103,8,1263,"Life, Physical, and Social Science Occupations","True",20754,"","High School",0,5,20774,0
13,1,"Male",2,4,0,"No",25.626,775,1000,10,2,"Yes",55.608,2,2529,0,4,7,900,"True",2529,1600,103,8,1585,"Unemployed, Retired, Homemaker","True",20903,"","High School",0,5,20924,0
10,1,"Female",1,5,0,"No",30.833,1079,1000,10,1,"No",55.337,1,2530,0,5,9,1079,"True",2530,1903,103,8,1903,"Business and Financial Operations Occupations","True",20765,"","Undergraduate Degree",0,4,20778,0
11,2,"Male",3,3,1,"No",79.319,768,1000,95,5,"Yes",117.523,5,2531,0,3,9,768,"True",2531,1351,103,8,1351,"Business and Financial Operations Occupations","True",20786,"","Undergraduate Degree",0,7,20829,0
13,1,"Male",3,4,0,"No",123.838,1200,103,8,2,"Yes",209.936,2,2532,0,4,4,1200,"True",2532,1905,103,8,1905,"Architecture and Engineering Occupations","True",20845,"None really.  The ratio was slightly difficult to extract, and could be incorrect if I even slightly misunderstood the wording.  Good luck!  ","Undergraduate Degree",0,6,20908,156
17,1,"Female",3,4,0,"No",31.467,1080,40,3,2,"No",133.401,2,2533,0,4,19,1080,"True",2533,1905,103,8,1905,"Life, Physical, and Social Science Occupations","True",20990,"","Undergraduate Degree",0,10,21005,0
11,1,"Male",2,3,0,"No",41.017,773,990,12,0,"No",74.225,0,2534,0,3,6,773,"True",2534,1008,103,8,1008,"Other","True",20788,"I enjoyed the survey","Undergraduate Degree",0,4,20812,24
11,1,"Male",1,5,0,"No",44.807,1080,103,8,4,"Yes",202.083,4,2535,0,5,4,1080,"True",2535,1905,103,8,1905,"Business and Financial Operations Occupations","True",20841,"","High School",0,5,20863,0
12,1,"Female",1,5,1,"No",115.607,768,1000,10,3,"No",79.277,3,2536,0,5,6,768,"True",2536,1351,103,8,1351,"Education, Training, and Library Occupations","True",20808,"The paragraph said that 10 out of 1000 will actually have cancer. But not all of them will show up on a mammogram and some will have false mammograms or false positives. But it seems like the fact still remains that 10 out of 1000 women have breast or will have breast cancer. ","Undergraduate Degree",0,5,20853,312
10,1,"Male",1,4,0,"Dont know",45.692,1049,1000,10,2,"Yes",61.563,2,2537,0,4,6,1049,"True",2537,1664,103,8,1664,"Other","True",20937,"","High School",0,5,20967,0
13,1,"Male",5,5,0,"No",25.062,1024,103,8,1,"Yes",53.515,1,2538,0,5,4,1024,"True",2538,1265,103,8,1265,"Healthcare Support Occupations","True",20782,"","Undergraduate Degree",0,7,20796,0
15,2,"Female",1,3,0,"No",20.86,1049,103,8,1,"Unsure",103.801,1,2539,0,3,5,1049,"True",2539,1663,103,8,1663,"Education, Training, and Library Occupations","True",20836,"None.","Undergraduate Degree",0,5,20846,6
10,1,"Female",1,3,7,"No",26.01,599,1000,8,2,"No",39.051,2,2540,0,3,5,599,"True",2540,1007,103,8,1007,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20798,"","High School",0,6,20814,0
13,1,"Male",2,3,0,"No",38.899,1079,1000,13,1,"Yes",63.698,1,2543,0,3,6,1079,"True",2543,1903,103,8,1903,"Other","True",20809,"","Undergraduate Degree",0,5,20825,0
18,1,"Male",3,4,1,"No",55.368,768,897,2,6,"Unsure",198.606,6,2544,0,4,4,768,"True",2544,1351,103,8,1351,"Architecture and Engineering Occupations","True",20888,"","Graduate Degree",0,6,20920,0
12,2,"Female",1,2,10,"No",29.692,863,1000,250,3,"No",100.183,3,2545,0,2,9,863,"True",2545,1519,103,8,1519,"Unemployed, Retired, Homemaker","True",20840,"","Undergraduate Degree",0,9,20854,0
12,1,"Male",4,5,1,"Yes",29.839,900,1000,10,6,"No",88.975,6,2546,0,5,9,900,"True",2546,1425,103,8,1425,"Unemployed, Retired, Homemaker","True",20824,"","Undergraduate Degree",0,4,20835,0
13,1,"Male",1,4,1,"No",84.214,768,1000,6,6,"No",50.443,6,2547,0,4,5,768,"True",2547,1351,103,8,1351,"Food Preparation and Serving Related Occupations","True",20820,"I am giving my best guess to this question.","Undergraduate Degree",0,5,20855,86
15,1,"Male",1,5,0,"No",28.128,1079,103,8,0,"Yes",232.614,0,2548,0,5,6,1079,"True",2548,1903,103,8,1903,"Computer and Mathematical Occupations","True",20917,"","Undergraduate Degree",0,10,20939,0
12,1,"Male",1,5,0,"No",17.494,1080,1000,10,4,"No",37.304,4,2549,0,5,7,1080,"True",2549,1905,103,8,1905,"Management Occupations","True",20810,"thanks!","Undergraduate Degree",0,5,20815,8
13,1,"Female",1,3,0,"No",40.089,864,900,92,1,"No",90.938,1,2550,0,3,5,864,"True",2550,1137,103,8,1137,"Sales and Related Occupations","True",20844,"","Undergraduate Degree",0,6,20859,0
10,1,"Male",2,3,0,"No",30.389,1024,103,8,1,"Yes",169.386,1,2551,0,3,5,1024,"True",2551,1265,103,8,1265,"Unemployed, Retired, Homemaker","True",20873,"","Undergraduate Degree",0,4,20889,0
12,1,"Female",1,4,2,"No",38.643,765,1000,10,6,"Yes",91.064,6,2552,0,4,7,765,"True",2552,1351,103,8,1351,"Business and Financial Operations Occupations","True",20827,"","Undergraduate Degree",0,4,20843,0
13,1,"Male",3,4,0,"No",23.284,1000,1000,85,5,"Yes",56.861,5,2553,0,4,8,1000,"True",2553,1761,103,8,1761,"Office and Administrative Support Occupations","True",20818,"","High School",0,7,20830,0
16,4,"Female",1,4,0,"No",60.494,960,1000,10,4,"Yes",99.267,4,2554,0,4,8,960,"True",2554,1265,103,8,1265,"Food Preparation and Serving Related Occupations","True",20847,"Looking at the graph, I predicted similar results as shown","Undergraduate Degree",0,12,20877,65
14,1,"Male",2,5,0,"No",34.464,1080,1000,10,4,"Yes",70.415,4,2555,0,5,6,1080,"True",2555,1905,103,8,1905,"Business and Financial Operations Occupations","True",20866,"","Undergraduate Degree",0,7,20885,0
14,1,"Male",1,4,0,"No",63.565,1049,95,8,2,"Yes",85.03,2,2556,0,4,7,1049,"True",2556,1447,103,8,1447,"Management Occupations","True",20834,"","High School",0,10,20864,1
15,2,"Male",3,2,0,"No",48.734,1023,10,8,3,"No",113.405,3,2558,0,2,4,1023,"True",2558,1263,103,8,1263,"Student, Trainee","True",20875,"","Undergraduate Degree",0,5,20901,0
19,2,"Male",1,4,1,"No",38.636,768,8,103,1,"Yes",87.026,1,2559,0,4,4,768,"True",2559,1351,103,8,1351,"Other","True",20851,"","Undergraduate Degree",0,9,20872,4
14,1,"Male",1,4,10,"No",23.086,1079,1000,25,2,"No",105.706,2,2561,0,4,6,1079,"True",2561,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",20865,"","High School",0,6,20879,0
15,1,"Male",1,4,0,"No",30.583,1080,103,8,6,"Yes",71.468,6,2564,0,4,4,1080,"True",2564,1905,103,8,1905,"Computer and Mathematical Occupations","True",20850,"","Undergraduate Degree",0,7,20869,0
12,1,"Male",3,4,0,"No",23.318,900,10,9,6,"No",137.387,6,2565,0,4,4,900,"True",2565,1425,103,8,1425,"Healthcare Practitioners and Technical Occupations","True",20892,"","Undergraduate Degree",0,7,20904,0
13,1,"Male",1,5,0,"No",50.101,989,1000,8,2,"Yes",270.581,2,2567,0,5,6,989,"True",2567,1744,103,8,1744,"Computer and Mathematical Occupations","True",20986,"","High School",0,11,21003,0
11,1,"Female",3,5,30,"No",35.908,799,103,10,6,"Yes",160.664,6,2568,0,5,5,799,"True",2568,1263,103,8,1263,"Unemployed, Retired, Homemaker","True",20925,"","Undergraduate Degree",0,6,20952,2
13,1,"Male",1,4,0,"No",31.515,1049,1000,11,6,"No",49.415,6,2569,0,4,60,1049,"True",2569,1663,103,8,1663,"Computer and Mathematical Occupations","True",20858,"","High School",0,4,20880,21
10,1,"Male",4,5,0,"No",29.63,1079,103,8,1,"Unsure",121.886,1,2570,0,5,14,1079,"True",2570,1920,103,8,1920,"Healthcare Practitioners and Technical Occupations","True",20916,"","Graduate Degree",0,5,20940,0
11,1,"Male",4,5,1,"No",98.845,600,1000,103,0,"Yes",122.948,0,2572,0,5,8,600,"True",2572,1009,103,8,1009,"Transportation and Material Moving Occupations","True",20930,"interesting calculation","Graduate Degree",0,4,20988,27
13,1,"Male",1,3,0,"No",46.2,1080,5,1,3,"Yes",180.545,3,2573,0,3,2,1080,"True",2573,1905,103,8,1905,"Office and Administrative Support Occupations","True",20964,"","Undergraduate Degree",0,9,20982,0
11,1,"Female",2,3,1,"No",31.176,768,103,8,6,"No",82.689,6,2575,0,3,4,768,"True",2575,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",20914,"","High School",0,8,20933,0
14,1,"Female",3,4,0,"No",85.532,768,1000,10,6,"No",307.623,6,2578,0,4,6,768,"True",2578,1009,103,8,1009,"Sales and Related Occupations","True",21032,"No problems evaluating the problem. good survey! thanks","Undergraduate Degree",0,11,21060,63
15,1,"Female",1,3,0,"No",98.943,1004,100,1,2,"Unsure",95.093,2,2580,0,3,4,1004,"True",2580,1264,103,8,1264,"Computer and Mathematical Occupations","True",20921,"I felt that the women who had positive mamograms were irrelavant.  You either have breast cancer or you don't and the odds on that were 10 in 1000","Undergraduate Degree",0,6,20979,186
12,1,"Male",2,5,0,"Dont know",23.586,1079,1000,10,0,"Yes",30.416,0,2581,0,5,7,1079,"True",2581,1903,103,8,1903,"Management Occupations","True",20896,"","Undergraduate Degree",0,7,20910,0
10,1,"Female",2,4,1,"No",34.879,768,10,8,2,"Yes",136.529,2,2582,0,4,3,768,"True",2582,1351,103,8,1351,"Sales and Related Occupations","True",20954,"","High School",0,5,20974,0
10,1,"Female",2,4,0,"No",43.166,1080,103,8,6,"Yes",67.045,6,2584,0,4,4,1080,"True",2584,1905,103,8,1905,"Community and Social Services Occupations","True",20922,"","Graduate Degree",0,5,20951,0
12,1,"Female",2,5,10,"No",33.736,799,1000,10,6,"No",31.608,6,2585,0,5,6,799,"True",2585,1265,103,8,1265,"Computer and Mathematical Occupations","True",20929,"No concerns.","Undergraduate Degree",0,5,20955,13
14,1,"Male",2,2,0,"No",29.232,1050,1000,20,3,"No",91.289,3,2586,0,2,7,1050,"True",2586,1664,103,8,1664,"Student, Trainee","True",20931,"","High School",0,4,20956,0
11,1,"Male",2,3,7,"No",18.231,767,1000,15,5,"No",20.727,5,2587,0,3,7,767,"True",2587,1349,103,8,1349,"Life, Physical, and Social Science Occupations","True",20893,"","Undergraduate Degree",0,4,20902,0
15,2,"Male",1,5,0,"Dont know",41.125,1080,1000,10,6,"No",85.566,6,2588,0,5,9,1080,"True",2588,1905,103,8,1905,"Office and Administrative Support Occupations","True",20950,"","Undergraduate Degree",0,7,20976,0
11,1,"Male",2,3,0,"No",25.987,1049,1000,8,4,"Unsure",75.34,4,2589,0,3,6,1049,"True",2589,1665,103,8,1665,"Computer and Mathematical Occupations","True",20938,"This was interesting","Graduate Degree",0,4,20961,21
12,1,"Female",2,5,0,"No",35.735,1199,1000,10,6,"No",53.778,6,2590,0,5,6,1199,"True",2590,1903,103,8,1903,"Other","True",20942,"","Undergraduate Degree",0,6,20968,0
16,1,"Male",2,3,14,"No",70.531,779,1000,11,1,"No",120.447,1,2592,0,3,7,779,"True",2592,1459,103,8,1459,"Unemployed, Retired, Homemaker","True",20972,"What's the answer? Thanks for the hit, seems there should be more to it... ","Undergraduate Degree",0,5,20999,215
12,3,"Female",2,3,4,"No",23.17,768,103,8,3,"Yes",69.306,3,2593,0,3,4,768,"True",2593,1351,103,8,1351,"Student, Trainee","True",20960,"","High School",0,11,20969,0
12,1,"Male",3,5,3,"No",20.118,767,10,8,1,"Yes",32.962,1,2594,0,5,4,767,"True",2594,1349,103,8,1349,"Student, Trainee","True",20932,"","Undergraduate Degree",0,5,20944,0
11,1,"Female",1,3,10,"No",56.583,899,100,10,1,"No",120.372,1,2596,0,3,5,899,"True",2596,1583,103,8,1583,"Office and Administrative Support Occupations","True",20985,"Thank you for the survey.","High School",0,6,21007,26
